feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
19,0.005871,6175,6176,0.043827,0.019279,0.936893,0.000000,0.000000
-1,0.000000,-1,-1,0.058688,0.025816,0.915496,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
113,0.000000,6178,6179,0.013862,0.005081,0.981057,0.000000,0.000000
-1,0.000000,-1,-1,0.006979,0.005117,0.987904,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
34,0.000000,6184,6191,0.121138,0.002453,0.009667,0.000000,0.866742
2,0.000000,6185,6190,0.110553,0.002494,0.005896,0.000000,0.881058
85,0.000000,6186,6189,0.109380,0.002514,0.000000,0.000000,0.888106
55,0.000000,6187,6188,0.830804,0.169196,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.822617,0.177383,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.098499,0.000000,0.000000,0.000000,0.901501
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
26,0.670000,6192,6193,0.762021,0.000000,0.237979,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.547836,0.000000,0.452164,0.000000,0.000000
53,0.000000,6195,6214,0.584382,0.200684,0.214934,0.000000,0.000000
35,0.000000,6196,6207,0.333948,0.321608,0.344444,0.000000,0.000000
61,0.000000,6197,6206,0.316439,0.330904,0.352657,0.000000,0.000000
25,0.520000,6198,6201,0.251616,0.362284,0.386100,0.000000,0.000000
38,0.000000,6199,6200,0.458998,0.000000,0.541002,0.000000,0.000000
-1,0.000000,-1,-1,0.261390,0.000000,0.738610,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
84,0.000000,6202,6205,0.200544,0.451504,0.347952,0.000000,0.000000
4,0.000000,6203,6204,0.192648,0.455963,0.351389,0.000000,0.000000
-1,0.000000,-1,-1,0.209895,0.407259,0.382846,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.011765,6208,6213,0.939678,0.000000,0.060322,0.000000,0.000000
30,0.010000,6209,6212,0.302022,0.000000,0.697978,0.000000,0.000000
101,0.000000,6210,6211,0.079649,0.000000,0.920351,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
65,0.000000,6216,6257,0.787410,0.013109,0.001272,0.198209,0.000000
28,0.074510,6217,6222,0.407724,0.000000,0.002669,0.589606,0.000000
61,0.000000,6218,6221,0.080158,0.000000,0.000000,0.919842,0.000000
29,0.003922,6219,6220,0.386655,0.000000,0.000000,0.613345,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.049170,0.000000,0.000000,0.950830,0.000000
30,0.510000,6223,6248,0.510003,0.000000,0.003502,0.486495,0.000000
33,0.000000,6224,6239,0.387032,0.000000,0.003253,0.609715,0.000000
28,0.658824,6225,6232,0.265730,0.000000,0.004327,0.729943,0.000000
28,0.117647,6226,6229,0.623264,0.000000,0.015422,0.361314,0.000000
1,0.000000,6227,6228,0.052498,0.000000,0.000000,0.947502,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.025205,0.000000,0.000000,0.974795,0.000000
1,0.000000,6230,6231,0.975073,0.000000,0.024927,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000001,6233,6236,0.220529,0.000000,0.002925,0.776547,0.000000
32,0.200000,6234,6235,0.573607,0.000000,0.007660,0.418733,0.000000
-1,0.000000,-1,-1,0.975391,0.000000,0.024609,0.000000,0.000000
-1,0.000000,-1,-1,0.392034,0.000000,0.000000,0.607966,0.000000
60,0.000000,6237,6238,0.002456,0.000000,0.000000,0.997544,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
88,0.000000,6240,6247,0.754383,0.000000,0.000000,0.245617,0.000000
33,0.020000,6241,6244,0.745732,0.000000,0.000000,0.254268,0.000000
1,0.000000,6242,6243,0.629511,0.000000,0.000000,0.370489,0.000000
-1,0.000000,-1,-1,0.206995,0.000000,0.000000,0.793005,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.180392,6245,6246,0.869007,0.000000,0.000000,0.130993,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.810513,0.000000,0.000000,0.189487,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.588235,6249,6256,0.919523,0.000000,0.004333,0.076144,0.000000
2,0.000000,6250,6255,0.861244,0.000000,0.007471,0.131284,0.000000
120,0.000000,6251,6252,0.991400,0.000000,0.008600,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,6253,6254,0.991303,0.000000,0.008697,0.000000,0.000000
-1,0.000000,-1,-1,0.991149,0.000000,0.008851,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,6258,6281,0.977519,0.019672,0.000573,0.002236,0.000000
20,0.003914,6259,6274,0.996787,0.000346,0.000584,0.002282,0.000000
2,0.000005,6260,6267,0.976434,0.000786,0.004644,0.018136,0.000000
6,0.000000,6261,6262,0.992679,0.000571,0.006750,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
25,0.520000,6263,6264,0.690802,0.024117,0.285081,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
22,0.000000,6265,6266,0.966266,0.033734,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.928355,0.071645,0.000000,0.000000,0.000000
22,0.000000,6268,6273,0.940602,0.001260,0.000000,0.058138,0.000000
19,0.001957,6269,6272,0.935745,0.001363,0.000000,0.062892,0.000000
10,0.000000,6270,6271,0.915681,0.000000,0.000000,0.084319,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.228099,0.000000,0.000000,0.771901,0.000000
-1,0.000000,-1,-1,0.994638,0.005362,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.007828,6275,6280,0.999717,0.000283,0.000000,0.000000,0.000000
120,0.000000,6276,6279,0.998794,0.001206,0.000000,0.000000,0.000000
34,0.000000,6277,6278,0.907584,0.092416,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.758287,0.241713,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.037825,0.962175,0.000000,0.000000,0.000000
6,0.000000,6283,6328,0.231821,0.000192,0.009448,0.546758,0.211781
28,0.074510,6284,6299,0.431892,0.000000,0.017045,0.106801,0.444262
0,0.000047,6285,6294,0.197838,0.000000,0.000000,0.802162,0.000000
101,0.000000,6286,6293,0.646907,0.000000,0.000000,0.353093,0.000000
34,0.000000,6287,6292,0.633523,0.000000,0.000000,0.366477,0.000000
8,0.000000,6288,6291,0.619086,0.000000,0.000000,0.380914,0.000000
2,0.000000,6289,6290,0.161128,0.000000,0.000000,0.838872,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.003914,6295,6298,0.102742,0.000000,0.000000,0.897258,0.000000
32,0.900000,6296,6297,0.093731,0.000000,0.000000,0.906269,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.007333,0.000000,0.000000,0.992667,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
39,0.000000,6300,6301,0.450939,0.000000,0.018432,0.050214,0.480415
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,6302,6325,0.357008,0.000000,0.021585,0.058805,0.562602
33,0.000000,6303,6318,0.537353,0.000000,0.032696,0.089074,0.340878
30,0.010000,6304,6311,0.307892,0.000000,0.043583,0.134356,0.514169
37,0.000000,6305,6308,0.051752,0.000000,0.044083,0.044906,0.859258
36,0.000000,6306,6307,0.050490,0.000000,0.019710,0.046179,0.883620
-1,0.000000,-1,-1,0.050849,0.000000,0.008394,0.000000,0.940757
-1,0.000000,-1,-1,0.044937,0.000000,0.194718,0.760345,0.000000
114,0.000000,6309,6310,0.096260,0.000000,0.903740,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
35,0.000000,6312,6315,0.689531,0.000000,0.042836,0.267633,0.000000
1,0.000000,6313,6314,0.935182,0.000000,0.064818,0.000000,0.000000
-1,0.000000,-1,-1,0.391314,0.000000,0.608686,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,6316,6317,0.294107,0.000000,0.007453,0.698441,0.000000
-1,0.000000,-1,-1,0.227328,0.000000,0.008158,0.764515,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
33,0.120000,6319,6320,0.988720,0.000000,0.011280,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.003914,6321,6324,0.831939,0.000000,0.168061,0.000000,0.000000
26,0.670000,6322,6323,0.925236,0.000000,0.074764,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.529422,0.000000,0.470578,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
37,0.000000,6326,6327,0.006648,0.000000,0.000000,0.000000,0.993352
-1,0.000000,-1,-1,0.003591,0.000000,0.000000,0.000000,0.996409
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.020000,6329,6350,0.049563,0.000367,0.002528,0.947543,0.000000
29,0.980392,6330,6347,0.016064,0.000413,0.001221,0.982302,0.000000
19,0.001957,6331,6342,0.014609,0.000207,0.001223,0.983961,0.000000
1,0.000000,6332,6333,0.014142,0.000000,0.000000,0.985858,0.000000
-1,0.000000,-1,-1,0.214663,0.000000,0.000000,0.785337,0.000000
34,0.010000,6334,6341,0.009132,0.000000,0.000000,0.990868,0.000000
36,0.000000,6335,6338,0.011719,0.000000,0.000000,0.988281,0.000000
1,0.000001,6336,6337,0.024585,0.000000,0.000000,0.975415,0.000000
-1,0.000000,-1,-1,0.078304,0.000000,0.000000,0.921696,0.000000
-1,0.000000,-1,-1,0.016946,0.000000,0.000000,0.983054,0.000000
32,0.000000,6339,6340,0.001657,0.000000,0.000000,0.998343,0.000000
-1,0.000000,-1,-1,0.001702,0.000000,0.000000,0.998298,0.000000
-1,0.000000,-1,-1,0.001341,0.000000,0.000000,0.998659,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
59,0.000000,6343,6346,0.256737,0.107559,0.635704,0.000000,0.000000
30,0.330000,6344,6345,0.704749,0.295251,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.254284,0.745716,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
36,0.000000,6348,6349,0.877464,0.122536,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.254284,0.745716,0.000000,0.000000,0.000000
34,0.000000,6351,6362,0.312781,0.000000,0.012794,0.674425,0.000000
13,0.000000,6352,6361,0.670883,0.000000,0.033632,0.295486,0.000000
33,0.010000,6353,6360,0.669922,0.000000,0.033730,0.296348,0.000000
26,0.000000,6354,6359,0.772256,0.000000,0.000000,0.227744,0.000000
24,0.000000,6355,6358,0.764325,0.000000,0.000000,0.235675,0.000000
18,0.000000,6356,6357,0.763502,0.000000,0.000000,0.236498,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.762672,0.000000,0.000000,0.237328,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.254541,0.745459,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.074510,6363,6372,0.092922,0.000000,0.000000,0.907078,0.000000
30,0.130000,6364,6371,0.032866,0.000000,0.000000,0.967134,0.000000
18,0.000000,6365,6366,0.023094,0.000000,0.000000,0.976906,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
30,0.030000,6367,6368,0.022467,0.000000,0.000000,0.977533,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
28,0.658824,6369,6370,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,6373,6378,0.193130,0.000000,0.000000,0.806870,0.000000
30,0.230000,6374,6377,0.374371,0.000000,0.000000,0.625629,0.000000
0,0.000047,6375,6376,0.285167,0.000000,0.000000,0.714833,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
90,0.000000,6380,6513,0.056390,0.188967,0.586223,0.083355,0.085065
30,0.010000,6381,6432,0.098590,0.217645,0.389305,0.145735,0.148725
20,0.003914,6382,6413,0.002223,0.093918,0.889295,0.014563,0.000000
13,0.000000,6383,6410,0.002316,0.064517,0.918000,0.015168,0.000000
31,0.080000,6384,6399,0.002200,0.065520,0.932280,0.000000,0.000000
36,0.890000,6385,6392,0.025733,0.825592,0.148675,0.000000,0.000000
32,0.000000,6386,6387,0.126935,0.000000,0.873065,0.000000,0.000000
-1,0.000000,-1,-1,0.495156,0.000000,0.504844,0.000000,0.000000
37,0.000000,6388,6391,0.030510,0.000000,0.969490,0.000000,0.000000
19,0.005871,6389,6390,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
37,0.000000,6393,6398,0.004962,0.995038,0.000000,0.000000,0.000000
26,0.070000,6394,6397,0.476252,0.523748,0.000000,0.000000,0.000000
19,0.228963,6395,6396,0.312553,0.687447,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
1,0.000000,6400,6409,0.000328,0.005044,0.994629,0.000000,0.000000
110,0.000000,6401,6406,0.000000,0.005057,0.994943,0.000000,0.000000
32,0.000000,6402,6405,0.000000,0.004720,0.995280,0.000000,0.000000
26,0.150000,6403,6404,0.000000,0.009082,0.990918,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.767405,0.232595,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
36,0.890000,6407,6408,0.000000,0.070751,0.929249,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.432264,0.567736,0.000000,0.000000
-1,0.000000,-1,-1,0.121626,0.000000,0.878374,0.000000,0.000000
101,0.000000,6411,6412,0.009754,0.000000,0.000000,0.990246,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
112,0.000000,6414,6423,0.000000,0.802399,0.197601,0.000000,0.000000
35,0.000000,6415,6422,0.000000,0.550397,0.449603,0.000000,0.000000
120,0.000000,6416,6421,0.000000,0.776212,0.223788,0.000000,0.000000
75,0.000000,6417,6420,0.000000,0.953612,0.046388,0.000000,0.000000
31,0.080000,6418,6419,0.000000,0.952493,0.047507,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.432264,0.567736,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.048307,0.951693,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.000000,6424,6425,0.000000,0.965720,0.034280,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
29,0.007843,6426,6427,0.000000,0.963155,0.036845,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
74,0.000000,6428,6431,0.000000,0.957605,0.042395,0.000000,0.000000
34,0.000000,6429,6430,0.000000,0.954679,0.045321,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
8,0.000000,6433,6476,0.162909,0.300225,0.055593,0.233284,0.247989
32,0.000000,6434,6447,0.162841,0.486717,0.094133,0.256309,0.000000
30,0.130000,6435,6446,0.013276,0.961157,0.025567,0.000000,0.000000
30,0.080000,6436,6443,0.002423,0.971728,0.025848,0.000000,0.000000
21,0.000000,6437,6442,0.002439,0.973718,0.023844,0.000000,0.000000
0,0.000000,6438,6441,0.002294,0.992184,0.005522,0.000000,0.000000
26,0.000000,6439,6440,0.002301,0.995483,0.002216,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.997779,0.002221,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.010079,0.000000,0.989921,0.000000,0.000000
61,0.000000,6444,6445,0.000000,0.655583,0.344417,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.960000,6448,6471,0.299598,0.052904,0.156827,0.490670,0.000000
1,0.000000,6449,6462,0.290768,0.178902,0.530330,0.000000,0.000000
23,0.000000,6450,6455,0.133424,0.002775,0.863801,0.000000,0.000000
24,0.000000,6451,6454,0.071428,0.003174,0.925398,0.000000,0.000000
39,0.000000,6452,6453,0.061269,0.003209,0.935523,0.000000,0.000000
-1,0.000000,-1,-1,0.024130,0.000000,0.975870,0.000000,0.000000
-1,0.000000,-1,-1,0.082408,0.005035,0.912557,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.070000,6456,6459,0.181580,0.002465,0.815955,0.000000,0.000000
29,0.247059,6457,6458,0.886219,0.000000,0.113781,0.000000,0.000000
-1,0.000000,-1,-1,0.740656,0.000000,0.259344,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.430000,6460,6461,0.036495,0.002973,0.960533,0.000000,0.000000
-1,0.000000,-1,-1,0.139276,0.011346,0.849378,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
38,0.000000,6463,6468,0.529268,0.445871,0.024861,0.000000,0.000000
2,0.000000,6464,6467,0.953573,0.000000,0.046427,0.000000,0.000000
0,0.000047,6465,6466,0.818188,0.000000,0.181812,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.070000,6469,6470,0.040141,0.959859,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.898640,0.101360,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
112,0.000000,6472,6475,0.303306,0.000000,0.000000,0.696694,0.000000
37,0.165000,6473,6474,0.010203,0.000000,0.000000,0.989797,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.004447,0.000000,0.000000,0.995553,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,6477,6504,0.162990,0.078127,0.009696,0.205863,0.543325
35,0.000000,6478,6493,0.351264,0.172935,0.020120,0.455682,0.000000
60,0.000000,6479,6488,0.328469,0.172725,0.021813,0.476993,0.000000
101,0.000000,6480,6487,0.619244,0.338062,0.042693,0.000000,0.000000
20,0.013699,6481,6484,0.614111,0.342620,0.043269,0.000000,0.000000
2,0.000005,6482,6483,0.492456,0.449081,0.058463,0.000000,0.000000
-1,0.000000,-1,-1,0.852009,0.031528,0.116463,0.000000,0.000000
-1,0.000000,-1,-1,0.130039,0.869961,0.000000,0.000000,0.000000
2,0.000005,6485,6486,0.960563,0.039437,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.765467,0.234533,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.000000,6489,6490,0.024703,0.000000,0.000000,0.975297,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000001,6491,6492,0.014560,0.000000,0.000000,0.985440,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.001054,0.000000,0.000000,0.998946,0.000000
31,0.000000,6494,6503,0.622133,0.175430,0.000000,0.202437,0.000000
32,0.000000,6495,6498,0.431784,0.263803,0.000000,0.304414,0.000000
6,0.000000,6496,6497,0.181432,0.818568,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.596390,0.403610,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
33,0.000000,6499,6502,0.550831,0.000000,0.000000,0.449169,0.000000
1,0.000000,6500,6501,0.105706,0.000000,0.000000,0.894294,0.000000
-1,0.000000,-1,-1,0.014560,0.000000,0.000000,0.985440,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
101,0.000000,6505,6506,0.007844,0.000000,0.001105,0.000000,0.991051
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.020000,6507,6508,0.002692,0.000000,0.001111,0.000000,0.996197
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,0.000000,1.000000
37,0.165000,6509,6510,0.707874,0.000000,0.292126,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,6511,6512,0.509444,0.000000,0.490556,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
115,0.000000,6514,6515,0.000000,0.150645,0.849355,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.218846,0.781154,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
69,0.000000,6517,6570,0.014448,0.947483,0.029226,0.008844,0.000000
19,0.003914,6518,6553,0.014769,0.952994,0.029655,0.002583,0.000000
9,0.000000,6519,6552,0.273318,0.087856,0.583274,0.055551,0.000000
22,0.500000,6520,6539,0.241571,0.091694,0.608756,0.057978,0.000000
30,0.230000,6521,6534,0.961768,0.016526,0.021706,0.000000,0.000000
35,0.000000,6522,6531,0.982386,0.003566,0.014049,0.000000,0.000000
23,0.000000,6523,6530,0.983986,0.000000,0.016014,0.000000,0.000000
36,0.000000,6524,6525,0.983145,0.000000,0.016855,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,6526,6529,0.959249,0.000000,0.040751,0.000000,0.000000
38,0.000000,6527,6528,0.949663,0.000000,0.050337,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
35,0.143750,6532,6533,0.970945,0.029055,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.731756,0.268244,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,6535,6538,0.891758,0.060537,0.047705,0.000000,0.000000
120,0.000000,6536,6537,0.456260,0.304098,0.239642,0.000000,0.000000
